EmployeeKey,ParentEmployeeKey,EmployeeNationalIDAlternateKey,ParentEmployeeNationalIDAlternateKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status
279,1,895209680,,1,Sheela,Word,H,false,Purchasing Manager,2010-09-25 00:00:00,1977-09-10 00:00:00,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,true,F,2,$30,49,44,true,false,Purchasing,2011-02-28 00:00:00,2012-02-12 00:00:00,
280,1,895209680,,1,Sheela,Word,H,false,Purchasing Manager,2010-09-25 00:00:00,1977-09-10 00:00:00,adventure-works\sheela0,sheela0@adventure-works.com,210-555-0193,S,Sheela Word,210-555-0193,true,F,2,$30,49,44,true,false,Purchasing,2012-02-13 00:00:00,,Current
281,1,841560125,,1,Michael,Blythe,G,false,Sales Representative,2010-12-29 00:00:00,1968-07-25 00:00:00,adventure-works\michael9,michael9@adventure-works.com,257-555-0154,S,Michael Blythe,257-555-0154,true,M,2,$23.0769,38,39,true,true,Sales,2010-12-29 00:00:00,,Current
282,1,191644724,,1,Linda,Mitchell,C,false,Sales Representative,2010-12-29 00:00:00,1979-09-27 00:00:00,adventure-works\linda3,linda3@adventure-works.com,883-555-0116,M,Linda Mitchell,883-555-0116,true,F,2,$23.0769,27,33,true,true,Sales,2010-12-29 00:00:00,,Current
283,1,615389812,,1,Jillian,Carson,,false,Sales Representative,2010-12-29 00:00:00,1962-03-29 00:00:00,adventure-works\jillian0,jillian0@adventure-works.com,517-555-0117,S,Jillian Carson,517-555-0117,true,F,2,$23.0769,24,32,true,true,Sales,2010-12-29 00:00:00,,Current
284,1,234474252,,1,Garrett,Vargas,R,false,Sales Representative,2010-12-29 00:00:00,1974-09-04 00:00:00,adventure-works\garrett1,garrett1@adventure-works.com,922-555-0165,M,Garrett Vargas,922-555-0165,true,M,2,$23.0769,33,36,true,true,Sales,2010-12-29 00:00:00,,Current
285,1,716374314,,1,Tsvi,Reiter,Michael,false,Sales Representative,2010-12-29 00:00:00,1973-08-18 00:00:00,adventure-works\tsvi0,tsvi0@adventure-works.com,664-555-0112,M,Tsvi Reiter,664-555-0112,true,M,2,$23.0769,29,34,true,true,Sales,2010-12-29 00:00:00,,Current
286,1,61161660,,1,Pamela,Ansman-Wolfe,O,false,Sales Representative,2010-12-29 00:00:00,1974-07-06 00:00:00,adventure-works\pamela0,pamela0@adventure-works.com,340-555-0193,S,Pamela Ansman-Wolfe,340-555-0193,true,F,2,$23.0769,22,31,true,true,Sales,2010-12-29 00:00:00,,Current
287,1,139397894,,1,Shu,Ito,K,false,Sales Representative,2010-12-29 00:00:00,1943-10-08 00:00:00,adventure-works\shu0,shu0@adventure-works.com,330-555-0120,M,Shu Ito,330-555-0120,true,M,2,$23.0769,26,33,true,true,Sales,2010-12-29 00:00:00,,Current
288,1,399771412,,1,José,Saraiva,Edvaldo,false,Sales Representative,2010-12-29 00:00:00,1939-07-11 00:00:00,adventure-works\josé1,josé1@adventure-works.com,185-555-0169,M,José Saraiva,185-555-0169,true,M,2,$23.0769,31,35,true,true,Sales,2010-12-29 00:00:00,,Current
289,1,987554265,,1,David,Campbell,R,false,Sales Representative,2010-12-29 00:00:00,1973-09-11 00:00:00,adventure-works\david8,david8@adventure-works.com,740-555-0182,S,David Campbell,740-555-0182,true,M,2,$23.0769,23,31,true,true,Sales,2010-12-29 00:00:00,,Current
290,1,982310417,,1,Amy,Alberts,E,false,European Sales Manager,2011-11-15 00:00:00,1957-04-20 00:00:00,adventure-works\amy0,amy0@adventure-works.com,775-555-0164,M,Amy Alberts,775-555-0164,true,F,2,$48.101,21,30,true,true,Sales,2011-11-15 00:00:00,,Current
291,1,668991357,,1,Jae,Pak,B,false,Sales Representative,2011-12-29 00:00:00,1967-10-16 00:00:00,adventure-works\jae0,jae0@adventure-works.com,1 (11) 500 555-0145,M,Jae Pak,1 (11) 500 555-0145,true,F,2,$23.0769,37,38,true,true,Sales,2011-12-29 00:00:00,,Current
292,1,134219713,,1,Ranjit,Varkey Chudukatil,R,false,Sales Representative,2011-12-29 00:00:00,1975-04-30 00:00:00,adventure-works\ranjit0,ranjit0@adventure-works.com,1 (11) 500 555-0117,S,Ranjit Varkey Chudukatil,1 (11) 500 555-0117,true,M,2,$23.0769,34,37,true,true,Sales,2011-12-29 00:00:00,,Current
293,1,90836195,,1,Tete,Mensa-Annan,A,false,Sales Representative,2012-04-30 00:00:00,1977-08-05 00:00:00,adventure-works\tete0,tete0@adventure-works.com,615-555-0153,M,Tete Mensa-Annan,615-555-0153,true,M,2,$23.0769,39,39,true,true,Sales,2012-04-30 00:00:00,,Current
294,1,481044938,,1,Syed,Abbas,E,false,Pacific Sales Manager,2012-10-12 00:00:00,1974-08-11 00:00:00,adventure-works\syed0,syed0@adventure-works.com,926-555-0182,M,Syed Abbas,926-555-0182,true,M,2,$48.101,20,30,true,true,Sales,2012-10-12 00:00:00,,Current
295,1,954276278,,1,Rachel,Valdez,B,false,Sales Representative,2012-12-28 00:00:00,1975-02-06 00:00:00,adventure-works\rachel0,rachel0@adventure-works.com,1 (11) 500 555-0140,S,Rachel Valdez,1 (11) 500 555-0140,true,F,2,$23.0769,35,37,true,true,Sales,2012-12-28 00:00:00,,Current
296,1,758596752,,1,Lynn,Tsoflias,N,false,Sales Representative,2012-12-28 00:00:00,1970-10-16 00:00:00,adventure-works\lynn0,lynn0@adventure-works.com,1 (11) 500 555-0190,S,Lynn Tsoflias,1 (11) 500 555-0190,true,F,2,$23.0769,36,38,true,true,Sales,2012-12-28 00:00:00,,Current
